PID;DayCareType;Daycare_Name;Mailing_City;Mailing_State;Mailing_Address;Mailing_Zip;Telephone;URL;Capacity (optional);Age Range (optional);Match_Status;Match_Confidence;Matched_Provider_Name;Matched_Reason
5310238;;FIRST WOODWAY CHRISTIAN PS;Waco;TX;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
5310496;;HAPPY HARBOUR EARLY CHILDHOOD;League City;TX;3459 FM 518 RD E LEAGUE CITY TX- 77573 9322;77573;(281)538-1515;https://www.happyharbourecp.org;141;15 months - 6 years;exact_match;99;Happy Harbour Early Childhood Program;Candidate name closely matches the cleaned daycare name in the same city.
5311579;Church/Synagogue;LITTLE ANGELS DAY CARE;Pflugerville;TX;15635 VISION DR STE 108 PFLUGERVILLE TX- 78660 3203;78660;(512)251-7999;https://lalc-texas.com;191;0 months - 6 years;exact_match;99;Little Angels Learning Center;Candidate name closely matches the cleaned daycare name in the same city.
5313773;Other Chains;PEANUT GALLERY-ALLEN;Allen;TX;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
5319569;College/University Based;U C IRVINE-INFANT TODDLER CTR;Irvine;CA;533 California;92617;(949)824-4754;https://childcare.uci.edu;;;not_found;45;Infant-Toddler Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
5319636;Church/Synagogue;EMANUEL LUTHERAN DAY CARE;Modesto;CA;324 COLLEGE AVENUE;95350;(209)523-4531;https://www.emanuellutheran.org;60;;exact_match;99;EMANUEL LUTHERAN DAY CARE;Candidate name closely matches the cleaned daycare name in the same city.
5321720;Church/Synagogue;LITTLE SHEPHERD'S LEARNING CTR;Northridge;CA;19700;91326;(818)831-3971;http://www.lslc.com;;;not_found;45;Little Shepherd's Learning Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
5326328;Church/Synagogue;KID COUNTRY CHILDCARE;Manhattan;IL;14935 W BRUNS RD, MANHATTAN, IL, 60442;60442;(815)478-7886;http://www.kidcountrymanhattan.com;110;;exact_match;99;KID COUNTRY CHILDCARE;Candidate name closely matches the cleaned daycare name in the same city.
5331127;Church/Synagogue;JEWISH CMTY CTR EARLY CHILDHD;Tucson;AZ;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
5340893;Church/Synagogue;SUMMERVILLE BAPTIST CDC;Summerville;SC;417 Central Avenue;29483;(843)873-2120;https://www.summervillebaptist.org;129;0 months - 5 years;renamed_likely;99;Summerville Baptist Preschool;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
5354820;YMCA/YWCA;SOMERSET VLY YMCA SOMERVILLE;Somerville;NJ;2 Green;08876;(908)722-4567;https://www.gscymca.org;120;6 year - 12 year;renamed_likely;99;Somerset County YMCA Somerville Early Education Center;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
5357286;Independent Center;CAPE COD CHILDREN'S PLACE;Eastham;MA;10 Ballwic;02651;(508)240-3310;http://capecodchildrensplace.com;;;not_found;45;Cape Cod Childrens Place Inc;Candidate did not meet the balanced city-plus-name acceptance threshold.
5357339;Independent Center;CHERUBS CHILD DEV CENTER;Marshfield;MA;260 Main;02050;(781)837-8044;http://cherubsmarshfield.com;;;not_found;45;Cherubs Child Development Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
5374351;Independent Center;ADOPT-A-FAMILY;Lake Worth;FL;1712 2nd Ave N;33460;(561)253-1361;http://www.aafpbc.org;57;;partial_match;99;Adopt-A-Family Of The Palm Beaches, Inc.;City matched and the provider name partially overlaps with supporting address/contact evidence.
5374404;Independent Center;LIGHTHOUSE ACADEMY & CDC;Boynton Beach;FL;1901 12th;33461;(561)557-3274;https://www.boyntonbeachcra.com;;;not_found;45;LightHouse Academy Palm Beach;Candidate did not meet the balanced city-plus-name acceptance threshold.
5377767;;PIERCE EXTENDED DAY;Brookline;MA;50 School St;02446;;;;5 year - 11 year;exact_match;99;Pierce Extended Day Program;Candidate name closely matches the cleaned daycare name in the same city.
5377781;Independent Center;RUNKLE SCHOOL EXT DAY PROGRAM;Brookline;MA;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
5380025;;REHOBOTH CHILD DEV CTR;Columbia;SC;4642 Hard Scrabble Road;29229;(803)865-0076;http://www.rehobothbaptist.org;101;0 months - 13 years;expanded_match;88;Rehoboth Child Development Center;Candidate matched one of the ranked expanded search-name variants.
5380415;Independent Center;WHITEFIELD CHILD DEV CTR;Belton;SC;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
5385051;Church/Synagogue;TABERNACLE LEARNING CENTER;Laurel;MD;11601 South Laurel Drive;20708;(301)490-5665;;;;not_found;45;The Tabernacle Learning Center (Laurel);Candidate did not meet the balanced city-plus-name acceptance threshold.
5387918;;HIDENWOOD PRESBYTERIAN PRE-SCH;Newport News;VA;414 Hiden Blvd;23606;;;129;24 mo - 4 year 11 mo;expanded_match;95;Hidenwood Presbyterian Preschool;Candidate matched one of the ranked expanded search-name variants.
5389411;Church/Synagogue;DERBYSHIRE NURSERY SCHOOL;Richmond;VA;8800 Derbyshire Road;23229;(804)741-9473;;150;6 months - 5 years 11 months;not_found;45;Derbyshire Baptist Church;Candidate did not meet the balanced city-plus-name acceptance threshold.
5389461;Church/Synagogue;CHURCH OF THE BLUE RIDGE DC;Afton;VA;19 Browns Lane;22980;(540)949-6915;;40;2 years - 12 years 11 months;renamed_likely;99;Blue Ridge Chapel Church of the Brethren;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
5391206;Independent Center;LITTLE HEARTS & HANDS DC;Urbana;IL;2710 Boulder Dr;61802;;;;4 year - 4 year 11 mo;renamed_likely;99;Little Hearts & Hands Elc;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
5393199;College/University Based;UWM CHILDREN'S CENTER;Milwaukee;WI;2025 E Newport Ave;53211;;;305;6 w - 12 year;exact_match;99;UWM Children's Learning Center;Candidate name closely matches the cleaned daycare name in the same city.
5397224;Independent Center;LAWRENCE COUNTY COOP SCHOOL;Portia;AR;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
5402415;;LITTLE GUPPY CHILD DEV CENTER;Saint Charles;MO;3151 Elm Point Industrial Dr;63301;;;151;6 w - 12 year;renamed_likely;95;Little Guppy Child Development Center (St. Charles);City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
5403146;Hospital Centers;EARLY LEARNING CTR OF MILFORD;Milford;NH;352 Elm Street Milford;03055;(603)672-1949;http://www.elcmilford.com;67;;not_found;45;Early Learning Center Of Milford ,opens link in a new tab ➞;Candidate did not meet the balanced city-plus-name acceptance threshold.
5404865;Church/Synagogue;EMMANUEL EPISCOPAL DAY SCHOOL;Athens;GA;498 Prince Avenue;30601;(706)543-1294;https://www.emmanuelathens.org;;22 mo - 4 year 11 mo;exact_match;99;Emmanuel Episcopal Day School;Candidate name closely matches the cleaned daycare name in the same city.
5416351;YMCA/YWCA;YMCA DAY CARE OF CORRY;Corry;PA;906 N;16407;(814)664-7757;http://www.ymcaofcorry.org;140;;partial_match;99;YMCA OF CORRY-CHILD DEVELOPMENT CENTER;City matched and the provider name partially overlaps with supporting address/contact evidence.
5422556;;ST GABRIEL'S LITTLE ANGELS PS;Mckinney;TX;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
5422843;Independent Center;TYLER CHRISTIAN PRE-SCHOOL;Tyler;TX;225 WINCHESTER DR TYLER TX- 75701 8847;75701;(903)534-9987;https://www.tylerchristianpreschool.net;128;0 months - 6 years;exact_match;99;Tyler Christian Preschool;Candidate name closely matches the cleaned daycare name in the same city.
5424176;;LITTLE SAINTS & SCHOLARS PS;Wylie;TX;404 N;75098;(972)442-6076;http://lsspreschool.com;;;not_found;45;LS&S Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
5425065;;LIGHTHOUSE LEARNING ACADEMY;League City;TX;3705 COLUMBIA MEMORIAL PKWY LEAGUE CITY TX- 77573;77573;(281)535-5353;https://lighthouselearningacademy.com;179;0 months - 6 years;exact_match;99;Lighthouse Learning Academy;Candidate name closely matches the cleaned daycare name in the same city.
5426497;Independent Center;NEW CITY KIDS AFTER SCHOOL CTR;Jersey City;NJ;240 Fairmount Ave, Jersey City, NJ, 07306;07306;(201)915-9896;http://newcitykids.org;;6 - 13 years;exact_match;99;New City Kids After School Center;Candidate name closely matches the cleaned daycare name in the same city.
5428495;Independent Center;DISCOVERY POINT DC-MACLAND;Marietta;GA;2040 MacLand;30008;(770)919-0405;http://www.discoverypoint.com;;;not_found;45;Discovery Point Macland Circle;Candidate did not meet the balanced city-plus-name acceptance threshold.
5429499;Other Chains;DISCOVERY POINT DC-SUGAR HILL;Buford;GA;5864 Henry Bailey;30518;(678)482-8101;http://discoverypoint.com;233;0 mo - 4 year 11 mo;expanded_match;99;Discovery Point (Sugar Hill);Candidate matched one of the ranked expanded search-name variants.
5431117;Independent Center;SHINING STARS DEVAL CDC;West End;NC;7613 NC-211;27376;(910)215-8148;https://shiningstars-cdc.com;;;not_found;45;Shining Stars Child Development Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
5432147;;A CHILDS WORLD LEARNING CENTER;Winston Salem;NC;1290 Hartman St;27127;;;183;6 w - 12 year;partial_match;99;A Child's World Learning Center (South Winston - Salem);City matched and the provider name partially overlaps with supporting address/contact evidence.
5440584;Church/Synagogue;BETH MYER PRE-SCHOOL;Raleigh;NC;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
5441019;Church/Synagogue;SECOND BAPTIST DAY CARE & CDC;Mount Holly;NC;740 RANKIN AVE MOUNT HOLLY;28120;(704)827-5178;https://www.sbcmh.com;250;0 years - 12 years;renamed_likely;99;SECOND BAPTIST DAYCARE AND DEVELOPMENT CENTER;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
5441083;College/University Based;REG CTR FOR THE ADV OF CHLDRN;Clyde;NC;;;08466939095;https://cdchyderabad.com;;;not_found;45;Child Development Center (CDC) Madhapur;Candidate did not meet the balanced city-plus-name acceptance threshold.
5441112;Independent Center;VILLAGE KIDS DAY CARE;Greensboro;NC;5315-J;27406;(336)617-5633;https://www.cadence-education.com;;;not_found;45;Kid Village;Candidate did not meet the balanced city-plus-name acceptance threshold.
5448940;Other Chains;PUSCH RIDGE PRE-SCHOOL;Tucson;AZ;6450 N Camino Miraval;85718;;;;4 year - 4 year 11 mo;partial_match;99;Pusch Ridge Christian Academy;City matched and the provider name partially overlaps with supporting address/contact evidence.
5450515;Church/Synagogue;LITTLE LIGHTS CHRISTIAN EL CTR;Broomfield;CO;15150;80023;(720)872-2200;https://www.littlelights-christian.org;;;not_found;45;Little Lights Christian Early Learning Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
5453933;;WILSON'S DAY CARE & LC;Kingstree;SC;501 Lawrence;29556;(843)354-6270;http://www.wilsonsdaycare.com;;;not_found;45;Wilson's Daycare;Candidate did not meet the balanced city-plus-name acceptance threshold.
5454676;Independent Center;MASON RICE AFTER SCHOOL-HUT;Newton Center;MA;149 Pleasant St;02459;;;130;5 year - 14 year;renamed_likely;99;Mason Rice After School;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
5454755;Montessori;E BRIDGE MONTESSORI SCHOOL;Westborough;MA;57 E Main;01581;(508)366-9288;http://www.ebridgemontessori.com;;;not_found;45;eBridge Montessori School;Candidate did not meet the balanced city-plus-name acceptance threshold.
5455101;;CHILDREN'S ENRICHMENT CENTER;Mansfield;MA;754 East St;02048;(508)337-8558;http://www.ceclearning.com;83;16 mo - 9 year;exact_match;99;Children's Enrichment Center;Candidate name closely matches the cleaned daycare name in the same city.
5457587;Church/Synagogue;CREATIVE KIDS DAY CARE;Hattiesburg;MS;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
5459987;Other Chains;MINNIELAND ACADEMY #27;Centreville;VA;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
5460273;Montessori;CHANTILLY MONT-DEI BAMBINI;Chantilly;VA;42200 Glascock Field Drive;20166;(703)961-0211;;150;1 month - 12 years 11 months;renamed_likely;99;Montessori of Chantilly-Casa dei Bambini;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
5466461;YMCA/YWCA;YMCA Y DAY CARE PROGRAM;Jamestown;NY;101 E. 4th St.;14701;(716)664-2802;;71;;exact_match;99;YMCA Y Care Program;Candidate name closely matches the cleaned daycare name in the same city.
5474573;Church/Synagogue;JUMPS- JOSHUA UNITED METH PS;Joshua;TX;114 Paula;76058;(817)487-2400;https://joshuamethodist.church;;;not_found;45;JUMPS - Joshua Methodist Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
5476026;Montessori;WHISPERING FARMS MONT ACAD;Prosper;TX;2460 E;75078;(972)346-3200;http://www.prosperchild.com;;;not_found;45;WHISPERING FARMS MONTESSORI ACADEMY;Candidate did not meet the balanced city-plus-name acceptance threshold.
10760101;Independent Center;APPLE TREE LEARNING CTRS;Stowe;VT;1056 Mountain;05672;(802)253-4321;https://appletreelc.com;;;not_found;45;Apple Tree Learning Centers;Candidate did not meet the balanced city-plus-name acceptance threshold.
10760266;;WINN BROOK PTA CHILD CARE CTR;Belmont;MA;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
10760644;Church/Synagogue;LITTLE LIGHTS CCC;Clemson;SC;300 Frontage Rd;29631;(864)654-5506;https://www.clemsonumc.org/little-lights-learning-center.html;92;0 months - 5 years;renamed_likely;99;Little Lights Learning Center;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
10760711;Independent Center;SPRINGVIEW ACADEMY DAY CARE;Mt Pleasant;SC;2125 Highway 17 North;29466;(843)216-8682;http://www.springviewacademy.com;47;0 months - 5 years;not_found;45;Springview Academy at Mount Pleasant;Candidate did not meet the balanced city-plus-name acceptance threshold.
10760943;Independent Center;ALL ABOUT KIDS DAY CARE;Blountville;TN;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
10767563;;GINGERCARE CHRISTIAN ACAD;Aurora;IL;2850 Ginger;60502;(630)631-0182;https://www.carelulu.com;;;not_found;45;Gingercare Christian Academy;Candidate did not meet the balanced city-plus-name acceptance threshold.
10768268;Independent Center;LEARNING TREE CHILD CARE CTR;Huntley;IL;11424 RAINSFORD DR, HUNTLEY, IL, 60142;60142;(847)659-1181;https://learningtreechild.com;212;;not_found;45;THE LEARNING TREE OF HUNTLEY;Candidate did not meet the balanced city-plus-name acceptance threshold.
10775132;Independent Center;EARLY CHILDHOOD CENTER;New York;NY;199 Chambers Street;10007;(212)220-8250;;17;;not_found;45;BMCC EARLY CHILDHOOD CENTER;Candidate did not meet the balanced city-plus-name acceptance threshold.
10778689;Independent Center;VISALIA ADULT SCHOOL CCCC;Visalia;CA;3110 E;93292;(559)730-7646;https://vas.vusd.org;;;not_found;45;Visalia Adult School;Candidate did not meet the balanced city-plus-name acceptance threshold.
10785254;;ST MARY'S PRE-SCH & DAY CARE;Alexandria;VA;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
10786260;Montessori;GUIDEPOST MONTESSORI-RESTON;Herndon;VA;11579 Cedar Chase Road;20170;(703)404-9733;https://www.guidepostmontessori.com;160;1 month - 12 years 11 months;exact_match;99;Guidepost Montessori at Reston;Candidate name closely matches the cleaned daycare name in the same city.
10786480;;ST THOMAS DAY SCHOOL;Richmond;VA;8991 Brook Rd;22102;(703)442-4766;https://www.stthomasrichmond.org;50;2 years - 12 years 11 months;exact_match;99;St Thomas Early Learning Center;Candidate name closely matches the cleaned daycare name in the same city.
10788921;Independent Center;CONCORD NEIGHBORHO CCC;Indianapolis;IN;1310 S;46225;(317)637-4376;http://www.concordindy.org;;;not_found;45;Concord Center Association;Candidate did not meet the balanced city-plus-name acceptance threshold.
10791564;;ST MARY'S SCHOOL SACC;Alexandria;KY;9 S Jefferson;41001;(859)635-9539;https://saintmaryparish.com;;;not_found;45;St Mary's School;Candidate did not meet the balanced city-plus-name acceptance threshold.
10796576;;WONDERS CHILD CARE CTR;Chevy Chase;MD;4015 Rosemary Street;20815;(301)654-7914;;;;not_found;45;Wonders Extended Day at Chevy Chase...;Candidate did not meet the balanced city-plus-name acceptance threshold.
